Y_Unit_Label,%,癈,癈,,mbar,Liter,癈,bar,bar,bar,bar,癈,Liter,ml/m,ml/min,ml/min,ml/min,ml/min,,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,癈,W/m_2,W/m_2,W/m_2,W/m_2,W/m_2,癈,癈,癈,癈,癈,W/m_2,W/m_2,W/m_2,W/m_2,W/m_2,
X_Dimension,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,Time,
X0,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,
Delta_X,0.1,0.1,0.1,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
***End_of_Header***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X_Value,Feuchte 1,Temperatur 1,PT100_Sonde,Dichte,Geschwindigkeit,Fuellstand_Wassertank_AppO,Temp_Wassertank_AppO,Wasserdruck_Regler_AppO,Luftdruck_Regler_AppO,Druck Luft,Druck Wasser,Wassertemperatur,Wasserstand,Coriolis_Flowmeter,VSM2,VSM3,VSM4,VSM5,Duty_Cycle,PT1000_07,PT1000_08,PT1000_09,PT1000_10,PT1000_11,PT1000_12,PT1000_13,PT1000_14,PT1000_15,PT1000_16,PT1000_17,PT1000_18,PT1000_19,PT1000_20,PT1000_21,PT1000_22,PT1000_23,PT1000_24,PT1000_25,PT1000_26,PT1000_27,PT1000_28,PT1000_29,PT1000_30,PT1000_31,PT1000_32,PT1000_33,PT1000_34,PT1000_35,PT1000_36,PT1000_37,PT1000_38,PT1000_39,PT1000_40,Heat_Flux_01,Heat_Flux_02,Heat_Flux_03,Heat_Flux_04,Heat_Flux_05,Temp_Heat_Flux_01,Temp_Heat_Flux_02,Temp_Heat_Flux_03,Temp_Heat_Flux_04,Temp_Heat_Flux_05,Heat_Flux_calc_1,Heat_Flux_calc_2,Heat_Flux_calc_3,Heat_Flux_calc_4,Heat_Flux_calc_5,Comment
0,87.411985,-9.386922,21.241737,1.325026,28.613345,15.035707,23.884261,0.04635,0.047222,0.033348,0.05866,23.942327,15.04159,0.621812,0,0,4.87155,2.883898,0,11.282793,11.333092,10.96787,10.805394,10.402839,11.983949,11.776972,11.528419,10.858179,11.768739,12.118932,11.739892,70,11.453094,11.31668,10.777407,11.201383,11.361574,11.009119,10.57831,10.569113,10.134393,11.65292,11.506271,11.485933,10.827362,10.923727,10.234315,11.552505,11.511627,11.387413,11.189804,11.283956,10.249446,-0.1671,-0.154981,-0.167469,-0.168884,-0.176275,10.150318,8.832589,8.221027,6.600946,7.152924,1501.943899,1399.49364,1490.063582,1577.594103,1629.123809,
0.1,87.464534,-9.367217,21.248305,,29.041938,15.035707,23.884261,0.04635,0.047222,0.042552,0.06129,23.971914,15.279759,0.621812,0,0,5.709221,3.669233,,11.282793,11.329811,10.964584,10.834918,10.383131,11.967505,11.780245,11.521851,10.831963,11.758897,12.105786,11.759575,70,11.469456,11.30684,10.780687,11.204668,11.348443,11.035336,10.584868,10.572385,10.157342,11.597242,11.575076,11.485933,10.81752,10.913866,10.247457,11.575447,11.501775,11.36772,11.140548,11.267558,10.229751,-0.1671,-0.154981,-0.167469,-0.168884,-0.176275,10.150318,8.832589,8.221027,6.600946,7.152924,1501.943899,1399.49364,1490.063582,1577.594103,1629.123809,
0.2,87.464534,-9.382981,21.248305,,28.786238,15.035707,23.884261,0.04635,0.047222,0.021185,0.054058,24.060672,14.96082,0.621812,0,0.635495,6.918645,4.675444,,11.230008,11.323248,10.964584,10.815235,10.327292,11.960927,11.829341,11.502148,10.838517,11.788424,12.115646,11.739892,70,11.466183,11.342918,10.751168,11.221094,11.358291,11.045167,10.591426,10.595287,10.150785,11.613618,11.552141,11.485933,10.833924,10.913866,10.234315,11.552505,11.491922,11.357873,11.179953,11.267558,10.193642,-0.1671,-0.154981,-0.167469,-0.168884,-0.176275,10.150318,8.832589,8.221027,6.600946,7.152924,1501.943899,1399.49364,1490.063582,1577.594103,1629.123809,
0.3,87.359437,-9.390863,21.245021,,28.787961,15.035707,23.884261,0.04635,0.047222,0.0225,0.097451,23.991638,15.099579,0.621812,0,0,5.90632,3.791942,,11.233307,11.336373,10.951441,10.841479,10.337146,11.905016,11.790065,11.525135,10.838517,11.798266,12.115646,11.700525,70,11.449822,11.342918,10.820047,11.204668,11.358291,11.038613,10.584868,10.533124,10.167177,11.616893,11.555417,11.489219,10.807678,10.910579,10.211317,11.575447,11.49849,11.30864,11.137264,11.208525,10.177229,-0.1671,-0.154981,-0.167469,-0.168884,-0.176275,10.150318,8.832589,8.221027,6.600946,7.152924,1501.943899,1399.49364,1490.063582,1577.594103,1629.123809,
0.4,87.254341,-9.459832,21.245021,,29.018009,15.035707,23.884261,0.04635,0.047222,0.015267,0.062277,25.258914,15.203131,0.621812,0,0,5.290386,3.104774,,11.236606,11.313405,10.964584,10.838199,10.327292,11.931327,11.754061,11.518567,10.786085,11.732651,12.128792,11.707086,70,11.459639,11.346198,10.793807,11.207953,11.351726,11.048444,10.591426,10.526581,10.150785,11.63982,11.552141,11.420222,10.827362,10.907293,10.231029,11.565615,11.449227,11.318486,11.120845,11.228203,10.190359,-0.1671,-0.154981,-0.167469,-0.168884,-0.176275,10.150318,8.832589,8.221027,6.600946,7.152924,1501.943899,1399.49364,1490.063582,1577.594103,1629.123809,
0.5,87.480955,-9.487419,21.245021,,28.371274,15.035707,23.884261,0.04635,0.047222,0.026116,0.060962,23.912741,14.459629,0.621812,1.19521,1.799406,9.901729,5.288987,,11.203616,11.323248,10.958013,10.746345,10.324007,11.924749,11.767153,11.502148,10.776254,11.739213,12.099212,11.700525,70,11.446549,11.352757,10.777407,11.204668,11.38127,11.04189,10.594705,10.529853,10.154064,11.620169,11.542312,11.426794,10.824082,10.904006,10.221173,11.532839,11.419669,11.321769,11.114278,11.211805,10.170663,-0.1671,-0.154981,-0.167469,-0.168884,-0.176275,10.150318,8.832589,8.221027,6.600946,7.152924,1501.943899,1399.49364,1490.063582,1577.594103,1629.123809,
0.6,87.54664,-9.457861,21.25159,,29.091444,15.035707,23.884261,0.04635,0.047222,0.013295,0.065893,23.962052,15.047803,0.621812,0,0,5.586034,3.325649,,11.226709,11.32653,10.958013,10.772589,10.330577,11.928038,11.776972,11.508716,10.779531,11.752335,12.128792,11.690683,70,11.462911,11.333078,10.780687,11.211238,11.355009,11.035336,10.588147,10.520038,10.098331,11.613618,11.552141,11.420222,10.824082,10.910579,10.231029,11.562337,11.449227,11.33818,11.130696,11.208525,10.187076,-0.1671,-0.154981,-0.167469,-0.168884,-0.176275,10.150318,8.832589,8.221027,6.600946,7.152924,1501.943899,1399.49364,1490.063582,1577.594103,1629.123809,
0.7,87.507229,-9.522889,21.248305,,28.623748,15.035707,23.884261,0.04635,0.047222,0.011651,0.051428,24.090258,14.242171,0.621812,0,0,5.857046,3.350191,,11.236606,11.277314,10.964584,10.77915,10.330577,11.931327,11.790065,11.525135,10.782808,11.745774,12.095926,11.707086,70,11.446549,11.297001,10.738048,11.201383,11.384552,11.01895,10.548801,10.529853,10.075382,11.610343,11.555417,11.420222,10.850328,10.87771,10.171891,11.565615,11.442658,11.321769,11.143831,11.218364,10.173946,-0.1671,-0.154981,-0.167469,-0.168884,-0.176275,10.150318,8.832589,8.221027,6.600946,7.152924,1501.943899,1399.49364,1490.063582,1577.594103,1629.123809,
0.8,87.536787,-9.52683,21.249948,,28.14123,14.991292,23.884137,0.046334,0.047214,0.04847,0.054387,24.045879,15.130644,0.622586,0,0,4.797638,2.932982,,11.216812,11.333092,10.997441,10.752906,10.330577,11.924749,11.780245,11.515284,10.786085,11.749055,12.112359,11.657878,70,11.453094,11.297001,10.751168,11.217809,11.368139,10.973071,10.594705,10.572385,10.098331,11.607068,11.584905,11.433365,10.778151,10.92044,10.20146,11.555782,11.45908,11.325051,11.140548,11.215085,10.196924,-0.165394,-0.153337,-0.164915,-0.167638,-0.174894,10.083429,8.775103,8.184086,6.551628,7.086676,1486.959786,1384.929584,1467.531495,1566.2298,1616.739879,
0.9,87.487523,-9.408598,21.241737,,29.041938,14.991292,23.884137,0.046334,0.047214,0.015925,0.052743,23.897948,14.817918,0.622586,0,0.685024,7.284989,3.890109,,11.206915,11.270752,10.96787,10.785711,10.324007,11.944482,11.780245,11.512,10.782808,11.735932,12.132079,11.707086,70,11.446549,11.297001,10.724928,11.211238,11.377987,10.989457,10.584868,10.552754,10.101609,11.613618,11.555417,11.439936,10.791274,10.907293,10.178462,11.568892,11.449227,11.334897,11.137264,11.215085,10.187076,-0.165394,-0.153337,-0.164915,-0.167638,-0.174894,10.083429,8.775103,8.184086,6.551628,7.086676,1486.959786,1384.929584,1467.531495,1566.2298,1616.739879,
1,87.632031,-9.428303,21.245021,1.324943,28.443781,14.991292,23.884137,0.046334,0.047214,0.021842,0.052086,23.508397,15.031235,0.622586,0,0,5.117924,2.90844,0,11.2597,11.277314,10.908728,10.795552,10.333861,11.914883,11.780245,11.456174,10.779531,11.749055,12.109072,11.667719,70,11.453094,11.290441,10.741328,11.23095,11.358291,10.98618,10.584868,10.539668,10.111444,11.607068,11.565247,11.430079,10.77487,10.917153,10.171891,11.578725,11.449227,11.328333,11.140548,11.211805,10.177229,-0.165394,-0.153337,-0.164915,-0.167638,-0.174894,10.083429,8.775103,8.184086,6.551628,7.086676,1486.959786,1384.929584,1467.531495,1566.2298,1616.739879,
1.1,87.661589,-9.388893,21.253232,,28.959004,14.991292,23.884137,0.046334,0.047214,0.04321,0.049785,24.568569,14.492766,0.622586,0,0,6.761641,4.258235,,11.226709,11.280595,10.908728,10.762748,10.327292,11.908305,11.760607,11.472593,10.7697,11.732651,12.148513,11.661158,70,11.446549,11.274042,10.734768,11.181671,11.361574,10.992734,10.571753,10.533124,10.091774,11.600518,11.548865,11.430079,10.778151,10.930301,10.171891,11.562337,11.45908,11.30864,11.127413,11.215085,10.173946,-0.165394,-0.153337,-0.164915,-0.167638,-0.174894,10.083429,8.775103,8.184086,6.551628,7.086676,1486.959786,1384.929584,1467.531495,1566.2298,1616.739879,
1.2,87.618894,-9.394804,21.248305,,27.83004,14.991292,23.884137,0.046334,0.047214,0.023815,0.050442,24.139569,14.964962,0.622586,0,0,8.541024,3.153857,,11.249803,11.270752,10.915299,10.766028,10.337146,11.928038,11.770426,11.485729,10.776254,11.742493,12.122219,11.690683,70,11.390919,11.287161,10.718368,11.211238,11.38127,10.989457,10.535685,10.529853,10.072103,11.616893,11.499718,11.426794,10.784712,10.864563,10.178462,11.552505,11.455795,11.321769,11.130696,11.224923,10.177229,-0.165394,-0.153337,-0.164915,-0.167638,-0.174894,10.083429,8.775103,8.184086,6.551628,7.086676,1486.959786,1384.929584,1467.531495,1566.2298,1616.739879,
1.3,87.576198,-9.428303,21.246663,,29.571129,14.991292,23.884137,0.046334,0.047214,0.026116,0.068523,24.065603,15.116147,0.622586,0,0,6.133623,3.423816,,11.239905,11.270752,10.908728,10.785711,10.330577,11.931327,11.776972,11.459458,10.756592,11.742493,12.056486,11.677561,70,11.430188,11.300281,10.747888,11.132393,11.364857,10.979625,10.52257,10.539668,10.098331,11.600518,11.499718,11.423508,10.771589,10.848128,10.162034,11.523007,11.445943,11.325051,11.130696,11.221644,10.160815,-0.165394,-0.153337,-0.164915,-0.167638,-0.174894,10.083429,8.775103,8.184086,6.551628,7.086676,1486.959786,1384.929584,1467.531495,1566.2298,1616.739879,
1.4,87.56963,-9.422392,21.249948,,28.98812,14.991292,23.884137,0.046334,0.047214,0.003104,0.068194,24.179017,15.033306,0.622586,0,0.164978,6.552301,4.258235,,11.243204,11.254347,10.918585,10.752906,10.347,11.937905,11.770426,11.472593,10.776254,11.719528,12.076206,11.697244,70,11.390919,11.297001,10.731488,11.129107,11.371422,10.98618,10.535685,10.529853,10.081938,11.633269,11.496442,11.426794,10.77487,10.848128,10.191604,11.493509,11.455795,11.33818,11.124129,11.218364,10.173946,-0.165394,-0.153337,-0.164915,-0.167638,-0.174894,10.083429,8.775103,8.184086,6.551628,7.086676,1486.959786,1384.929584,1467.531495,1566.2298,1616.739879,
1.5,87.425123,-9.406627,21.25159,,29.134966,14.991292,23.884137,0.046334,0.047214,0.021185,0.054387,23.981776,14.890404,0.622586,0,0.610731,7.494328,4.233693,,11.246503,11.270752,10.898871,10.752906,10.333861,11.898438,11.721331,11.462742,10.743484,11.735932,12.056486,11.684122,70,11.407281,11.30356,10.741328,11.148819,11.309052,11.005842,10.525849,10.533124,10.111444,11.613618,11.502995,11.443221,10.765027,10.854702,10.16532,11.500064,11.449227,11.298793,11.08144,11.221644,10.147685,-0.165394,-0.153337,-0.164915,-0.167638,-0.174894,10.083429,8.775103,8.184086,6.551628,7.086676,1486.959786,1384.929584,1467.531495,1566.2298,1616.739879,
1.6,87.507229,-9.444067,21.248305,,29.220002,14.991292,23.884137,0.046334,0.047214,0.029732,0.061619,24.248052,15.395737,0.622586,0,0,5.487485,2.90844,,11.2597,11.277314,10.908728,10.788991,10.268168,11.92146,11.737696,11.472593,10.723822,11.739213,12.040052,11.703805,70,11.384375,11.297001,10.734768,11.148819,11.3189,11.005842,10.542243,10.526581,10.108166,11.620169,11.499718,11.430079,10.77487,10.86785,10.155463,11.523007,11.439374,11.318486,11.094575,11.228203,10.118141,-0.165394,-0.153337,-0.164915,-0.167638,-0.174894,10.083429,8.775103,8.184086,6.551628,7.086676,1486.959786,1384.929584,1467.531495,1566.2298,1616.739879,
1.7,87.563061,-9.396775,21.25159,,27.362515,14.991292,23.884137,0.046334,0.047214,0.014939,0.06918,24.203672,15.203131,0.622586,0,0,4.699088,2.761189,,11.249803,11.290438,10.915299,10.785711,10.278022,11.944482,11.734423,11.462742,10.730376,11.745774,12.056486,11.648036,70,11.410553,11.241244,10.747888,11.152104,11.315617,10.98618,10.525849,10.480777,10.101609,11.600518,11.496442,11.420222,10.751904,10.871137,10.178462,11.526284,11.445943,11.344744,11.088008,11.175729,10.127989,-0.165394,-0.153337,-0.164915,-0.167638,-0.174894,10.083429,8.775103,8.184086,6.551628,7.086676,1486.959786,1384.929584,1467.531495,1566.2298,1616.739879,
1.8,87.602472,-9.434215,21.25159,,28.094461,14.991292,23.884137,0.046334,0.047214,0.022171,0.070166,24.262845,14.668804,0.622586,0,0,5.241111,3.05569,,11.19042,11.270752,10.92187,10.795552,10.271453,11.934616,11.708238,11.479161,10.727099,11.72937,12.059772,11.641475,70,11.394192,11.247804,10.747888,11.148819,11.3189,10.98618,10.512734,10.490592,10.03604,11.55139,11.512824,11.397224,10.784712,10.861276,10.178462,11.519729,11.386827,11.282382,11.058454,11.17245,10.127989,-0.165394,-0.153337,-0.164915,-0.167638,-0.174894,10.083429,8.775103,8.184086,6.551628,7.086676,1486.959786,1384.929584,1467.531495,1566.2298,1616.739879,
1.9,87.59262,-9.449979,21.25159,,27.833606,14.991292,23.884137,0.046334,0.047214,0.018555,0.049127,24.159293,15.054016,0.622586,0,0,5.044012,3.423816,,11.19042,11.277314,10.902156,10.664333,10.274738,11.895149,11.721331,11.466025,10.743484,11.735932,12.072919,11.654597,70,11.404009,11.237965,10.688848,11.155389,11.315617,10.996011,10.542243,10.46769,10.049154,11.535014,11.512824,11.420222,10.77487,10.86785,10.119323,11.483676,11.396679,11.282382,11.078156,11.17245,10.14112,-0.165394,-0.153337,-0.164915,-0.167638,-0.174894,10.083429,8.775103,8.184086,6.551628,7.086676,1486.959786,1384.929584,1467.531495,1566.2298,1616.739879,
2,87.658305,-9.422392,21.25159,1.326603,28.615387,14.991292,23.884137,0.046334,0.047214,0.025787,0.0511,24.070534,14.969104,0.622586,0,0,6.342962,4.233693,0,11.213513,11.274033,10.902156,10.723382,10.287876,11.875416,11.718057,11.449606,10.730376,11.739213,12.043339,11.648036,70,11.381102,11.244524,10.652769,11.152104,11.312334,10.982903,10.525849,10.470962,10.045876,11.541564,11.506271,11.433365,10.77487,10.851415,10.119323,11.506619,11.399964,11.285664,11.074873,11.152772,10.14112,-0.165394,-0.153337,-0.164915,-0.167638,-0.174894,10.083429,8.775103,8.184086,6.551628,7.086676,1486.959786,1384.929584,1467.531495,1566.2298,1616.739879,
2.1,87.651736,-9.41648,21.254874,,27.871362,15.017206,23.884608,0.046317,0.047228,0.022828,0.059318,24.124776,14.913186,0.622646,0,0,4.9701,2.736648,,11.187121,11.280595,10.898871,10.71026,10.271453,11.881994,11.737696,11.459458,10.727099,11.680159,12.082779,11.648036,70,11.407281,11.228125,10.688848,11.158675,11.302487,11.015673,10.529128,10.46769,10.049154,11.531739,11.496442,11.370939,10.755185,10.857989,10.109467,11.509897,11.393395,11.282382,11.091291,11.156052,10.124707,-0.165117,-0.153098,-0.165276,-0.167064,-0.173298,10.03426,8.746583,8.121646,6.490809,7.073539,1484.730682,1382.907653,1471.066802,1561.20457,1602.064772,
2.2,87.645168,-9.428303,21.254874,,28.963131,15.017206,23.884608,0.046317,0.047228,0.041237,0.043539,24.119845,14.969104,0.622646,0,0,5.093287,2.90844,,11.144234,11.280595,10.912013,10.720101,10.3043,11.881994,11.73115,11.472593,10.727099,11.696563,12.066346,11.641475,70,11.404009,11.247804,10.662608,11.158675,11.309052,10.979625,10.542243,10.503679,10.049154,11.561215,11.499718,11.393938,10.728939,10.864563,10.122609,11.516452,11.426237,11.282382,11.084724,11.175729,10.127989,-0.165117,-0.153098,-0.165276,-0.167064,-0.173298,10.03426,8.746583,8.121646,6.490809,7.073539,1484.730682,1382.907653,1471.066802,1561.20457,1602.064772,
2.3,87.740411,-9.396775,21.249948,,29.082666,15.017206,23.884608,0.046317,0.047228,0.011651,0.062934,24.139569,13.295708,0.622646,0,0,5.684584,3.644692,,11.197018,11.270752,10.859443,10.726662,10.281307,11.885283,11.727877,11.469309,10.727099,11.676878,12.069632,11.648036,70,11.400736,11.234685,10.629809,11.138963,11.305769,10.943578,10.529128,10.480777,10.045876,11.55794,11.509548,11.397224,10.719096,10.857989,10.122609,11.519729,11.396679,11.282382,11.088008,11.16589,10.121424,-0.165117,-0.153098,-0.165276,-0.167064,-0.173298,10.03426,8.746583,8.121646,6.490809,7.073539,1484.730682,1382.907653,1471.066802,1561.20457,1602.064772,
2.4,87.599188,-9.467714,21.25159,,28.789784,15.017206,23.884608,0.046317,0.047228,0.031047,0.058989,24.183948,14.956678,0.622646,0,0,5.388935,4.160068,,11.170626,11.293719,10.8463,10.71354,10.287876,11.878705,11.727877,11.413483,10.740207,11.686721,12.063059,11.644755,70,11.341834,11.251084,10.679008,11.175101,11.322182,10.927192,10.538964,10.477505,10.065546,11.55794,11.535759,11.380796,10.712535,10.874424,10.116038,11.506619,11.396679,11.272535,11.078156,11.156052,10.127989,-0.165117,-0.153098,-0.165276,-0.167064,-0.173298,10.03426,8.746583,8.121646,6.490809,7.073539,1484.730682,1382.907653,1471.066802,1561.20457,1602.064772,
2.5,87.609041,-9.41648,21.258158,,28.326422,15.017206,23.884608,0.046317,0.047228,-0.003142,0.059647,24.149431,15.091295,0.622646,0,0,5.659946,3.791942,,11.177224,11.270752,10.849586,10.726662,10.274738,11.885283,11.727877,11.43647,10.733653,11.693282,12.043339,11.638194,70,11.348379,11.234685,10.685568,11.138963,11.299204,10.933747,10.476666,10.477505,10.039319,11.554665,11.509548,11.370939,10.696131,10.808685,10.122609,11.523007,11.390111,11.265971,11.088008,11.185568,10.131272,-0.165117,-0.153098,-0.165276,-0.167064,-0.173298,10.03426,8.746583,8.121646,6.490809,7.073539,1484.730682,1382.907653,1471.066802,1561.20457,1602.064772,
2.6,87.605757,-9.459832,21.254874,,27.968992,15.017206,23.884608,0.046317,0.047228,0.023486,0.064906,24.218465,15.372956,0.622646,0.287294,0.511675,8.227015,4.920861,,11.183822,11.228099,10.905442,10.723382,10.278022,11.878705,11.727877,11.420051,10.70416,11.670317,12.056486,11.634914,70,11.361468,11.234685,10.682288,11.142248,11.295921,10.966517,10.473387,10.487321,10.045876,11.577591,11.506271,11.374225,10.738781,10.815259,10.12918,11.509897,11.390111,11.2791,11.094575,11.16589,10.098446,-0.165117,-0.153098,-0.165276,-0.167064,-0.173298,10.03426,8.746583,8.121646,6.490809,7.073539,1484.730682,1382.907653,1471.066802,1561.20457,1602.064772,
2.7,87.651736,-9.436185,21.2598,,29.576089,15.017206,23.884608,0.046317,0.047228,0.028746,0.064906,24.114914,15.383311,0.622646,0,0,5.315023,3.276566,,11.183822,11.234661,10.852872,10.716821,10.245176,11.878705,11.73115,11.410199,10.684498,11.686721,12.049912,11.641475,70,11.368013,11.234685,10.685568,11.16196,11.305769,10.937024,10.493061,10.470962,10.055711,11.54484,11.457125,11.380796,10.699411,10.821833,10.122609,11.506619,11.406532,11.275818,11.088008,11.16589,10.068902,-0.165117,-0.153098,-0.165276,-0.167064,-0.173298,10.03426,8.746583,8.121646,6.490809,7.073539,1484.730682,1382.907653,1471.066802,1561.20457,1602.064772,
2.8,87.661589,-9.501213,21.254874,,28.867147,15.017206,23.884608,0.046317,0.047228,0.013624,0.059318,24.149431,15.025022,0.622646,0,0.11545,6.86631,3.742858,,11.164028,11.224818,10.829872,10.716821,10.225468,11.872127,11.724604,11.403632,10.687775,11.693282,12.036766,11.651316,70,11.354924,11.244524,10.688848,11.158675,11.3189,10.966517,10.46683,10.477505,10.039319,11.538289,11.460401,11.380796,10.725658,10.805399,10.106181,11.509897,11.390111,11.282382,11.025616,11.152772,10.085315,-0.165117,-0.153098,-0.165276,-0.167064,-0.173298,10.03426,8.746583,8.121646,6.490809,7.073539,1484.730682,1382.907653,1471.066802,1561.20457,1602.064772,
